fips,region,type,category,time,rne,ose
00,United States,Race,Asian,2000,0.002225620478096276,0.9208257656871884
00,United States,Nativity,Native-Born,2000,0.0026350009419938473,0.8601666083970164
00,United States,Nativity,Immigrant,2000,0.0032221966337644243,0.8864000191252
00,United States,Age,Ages 20-34,2000,0.0022396960344826127,0.8456944466476879
00,United States,Age,Ages 35-44,2000,0.002748199755366293,0.8408591576308764
00,United States,Age,Ages 45-54,2000,0.002992332481480613,0.8630870030008458
00,United States,Age,Ages 55-64,2000,0.0033522589604569326,0.931604915560996
00,United States,Education,Less than High School,2000,0.003224084816403419,0.8165653408206316
00,United States,Education,High School Graduate,2000,0.002799591182803756,0.8466064528485898
00,United States,Education,Some College,2000,0.0026868097499155637,0.8748272264467405
00,United States,Education,College Graduate,2000,0.0024559899139530972,0.90014367357714
00,United States,Veteran Status,Veterans,2000,0.003199875007075399,0.848658968149763
00,United States,Veteran Status,Non-Veterans,2000,0.0026487856405464304,0.8652267912607594
00,United States,Total,Total,2001,0.0026781801084459563,0.8299308541591055
00,United States,Sex,Men,2001,0.003133253418034399,0.7740404103442902
00,United States,Sex,Women,2001,0.002270726731978441,0.8989810260776185
00,United States,Race,White,2001,0.002744730440527445,0.8361811491252731
00,United States,Race,Black,2001,0.002128527721212181,0.7621349001990729
00,United States,Race,Latino,2001,0.002678206072505339,0.8299308541591055
00,United States,Race,Asian,2001,0.0029598131623102555,0.864833947847686
00,United States,Nativity,Native-Born,2001,0.002607137790833793,0.8247139740452333
00,United States,Nativity,Immigrant,2001,0.0031243862581158467,0.8572727454919502
00,United States,Age,Ages 20-34,2001,0.002259293033339163,0.8295045858691189
00,United States,Age,Ages 35-44,2001,0.0027024848585505638,0.7814670999449762
00,United States,Age,Ages 45-54,2001,0.0029674482932509788,0.8355481161705826
00,United States,Age,Ages 55-64,2001,0.0031608622659989815,0.8980257411287704
00,United States,Education,Less than High School,2001,0.002979325526028974,0.7990593034681228
00,United States,Education,High School Graduate,2001,0.0024564635421790485,0.8398657742269534
00,United States,Education,Some College,2001,0.0024734069298337005,0.8636634395093769
00,United States,Education,College Graduate,2001,0.0028871334139891356,0.817239284046284
00,United States,Veteran Status,Veterans,2001,0.0036222434947297405,0.7892227527848396
00,United States,Veteran Status,Non-Veterans,2001,0.002569450849157096,0.8334802360028392
00,United States,Total,Total,2002,0.002780780548487448,0.7684001264002794
00,United States,Sex,Men,2002,0.0034539622026317457,0.7091429624433103
00,United States,Sex,Women,2002,0.002178819482026441,0.8523989732847115
00,United States,Race,White,2002,0.0028458618464217195,0.7808072257156983
00,United States,Race,Black,2002,0.002365289615422313,0.6387691855073488
00,United States,Race,Latino,2002,0.0027808038084773563,0.7684001264002794
00,United States,Race,Asian,2002,0.0025616712716333995,0.81182957852318
00,United States,Nativity,Native-Born,2002,0.0026483236570656625,0.7598763812191478
00,United States,Nativity,Immigrant,2002,0.003606266046548121,0.8074103684067353
00,United States,Age,Ages 20-34,2002,0.0023720588481388697,0.7351378322817096
00,United States,Age,Ages 35-44,2002,0.002886045309937702,0.7383426541987684
00,United States,Age,Ages 45-54,2002,0.0031088074324796054,0.7703714600059542
00,United States,Age,Ages 55-64,2002,0.0030109282814329338,0.8725527886620795
00,United States,Education,Less than High School,2002,0.0034104617682469977,0.7634909893732619
00,United States,Education,High School Graduate,2002,0.0026497765331066282,0.7880800728694383
00,United States,Education,Some College,2002,0.0023938858259099317,0.7796720754677096
00,United States,Education,College Graduate,2002,0.002891790998834966,0.7492396759793967
00,United States,Veteran Status,Veterans,2002,0.0032258455601381765,0.7081041775530529
00,United States,Veteran Status,Non-Veterans,2002,0.0027275847195585997,0.7726429521751925
00,United States,Total,Total,2003,0.0030176411416038256,0.7708725458756898
00,United States,Sex,Men,2003,0.003838904263575647,0.7167210497718189
00,United States,Sex,Women,2003,0.0022804841314303906,0.8526942207391975
00,United States,Race,White,2003,0.0031057631381959648,0.7886161684832863
00,United States,Race,Black,2003,0.0022903481231521584,0.6891338349396272
00,United States,Race,Latino,2003,0.0037711374903250912,0.7666352165606333
00,United States,Race,Asian,2003,0.003042112260242351,0.7404834460222457
00,United States,Nativity,Native-Born,2003,0.0028871324828155564,0.7791595381749968
00,United States,Nativity,Immigrant,2003,0.003757913153885474,0.7347591014412023
00,United States,Age,Ages 20-34,2003,0.0023478560893921687,0.755541360339264
00,United States,Age,Ages 35-44,2003,0.003551378266830618,0.7426067188400785
00,United States,Age,Ages 45-54,2003,0.0031191652482520536,0.7558315891013038
00,United States,Age,Ages 55-64,2003,0.003470210981851471,0.8578296213724027
00,United States,Education,Less than High School,2003,0.004070758084819638,0.7244241962443723
00,United States,Education,High School Graduate,2003,0.0029376756647741054,0.7838443996816116
00,United States,Education,Some College,2003,0.0029158990077662434,0.8002041539515176
00,United States,Education,College Graduate,2003,0.0027745168605113587,0.7657786767402037
00,United States,Veteran Status,Veterans,2003,0.003692754770807845,0.7664452081513926
00,United States,Veteran Status,Non-Veterans,2003,0.002960661117471115,0.7687232020990262
00,United States,Total,Total,2004,0.003011646151954509,0.792707868064222
00,United States,Sex,Men,2004,0.003726045546908306,0.7419045335480773
00,United States,Sex,Women,2004,0.0023672339476569744,0.8648388553018405
00,United States,Race,White,2004,0.0031489913194626515,0.8001993142672728
00,United States,Race,Black,2004,0.0021566428476776428,0.7202154089563775
00,United States,Race,Latino,2004,0.0033990452978964617,0.7559279592180225
00,United States,Race,Asian,2004,0.002800343195079185,0.8007665165484983
00,United States,Nativity,Native-Born,2004,0.002816941397915445,0.7969541617025622
00,United States,Nativity,Immigrant,2004,0.004104212300726665,0.7763536719061205
00,United States,Age,Ages 20-34,2004,0.0025016426163011847,0.7762589805278409
00,United States,Age,Ages 35-44,2004,0.0031118238181930607,0.7513596206825247
00,United States,Age,Ages 45-54,2004,0.003145571868422479,0.8032315563393047
00,United States,Age,Ages 55-64,2004,0.0037233783171846868,0.8539634146422231
00,United States,Education,Less than High School,2004,0.003864744793319422,0.7721467648367271
00,United States,Education,High School Graduate,2004,0.0027298320342794904,0.760339476806271
00,United States,Education,Some College,2004,0.0026511407337179264,0.8213936356546991
00,United States,Education,College Graduate,2004,0.0031560373080351764,0.8118801142854574
00,United States,Veteran Status,Veterans,2004,0.0030951945505404885,0.7729202940037389
00,United States,Veteran Status,Non-Veterans,2004,0.0029913696651393236,0.791065747024225
00,United States,Total,Total,2005,0.0028443637681365916,0.7906860454413241
00,United States,Sex,Men,2005,0.003452220271832267,0.7338514418003886
00,United States,Sex,Women,2005,0.002295498334473337,0.8678650486213312
00,United States,Race,White,2005,0.002923418283455173,0.8014798781253851
00,United States,Race,Black,2005,0.0023443946550378196,0.6588529588127989
00,United States,Race,Latino,2005,0.0030907345077022135,0.750507071301747
00,United States,Race,Asian,2005,0.0026382090815746354,0.8646342315852954
00,United States,Nativity,Native-Born,2005,0.0027583786277416236,0.7897762278236851
00,United States,Nativity,Immigrant,2005,0.003322631578929269,0.7948872495403829
00,United States,Age,Ages 20-34,2005,0.002663461394955328,0.7652972258991082
00,United States,Age,Ages 35-44,2005,0.0029917530595272943,0.754983612744669
00,United States,Age,Ages 45-54,2005,0.002614630093042875,0.7962844895829425
00,United States,Age,Ages 55-64,2005,0.003309401729704163,0.8703962656905883
00,United States,Education,Less than High School,2005,0.0035521821625675103,0.753838034736618
00,United States,Education,High School Graduate,2005,0.002704007557900519,0.8057831938686925
00,United States,Education,Some College,2005,0.0026558582935389975,0.7430288114901549
00,United States,Education,College Graduate,2005,0.002823250645005374,0.8182573485701055
00,United States,Veteran Status,Veterans,2005,0.003271764196495006,0.770285402223586
00,United States,Veteran Status,Non-Veterans,2005,0.0028058914860054737,0.790834305910092
00,United States,Total,Total,2006,0.0029798274837046237,0.8078623042556532
00,United States,Sex,Men,2006,0.003616886982021844,0.744261461026266
00,United States,Sex,Women,2006,0.002402492808691772,0.8946350545216828
00,United States,Race,White,2006,0.0030261295097756013,0.8167108169050599
00,United States,Race,Black,2006,0.0023799014081519617,0.7360192997392653
00,United States,Race,Latino,2006,0.0034769982475312306,0.8268947408408802
00,United States,Race,Asian,2006,0.0031155825846232096,0.9087390200420215
00,United States,Nativity,Native-Born,2006,0.002820913058903158,0.7954131756224497
00,United States,Nativity,Immigrant,2006,0.0038420798669482953,0.857456785322551
00,United States,Age,Ages 20-34,2006,0.0023694659039580003,0.7851913190268227
00,United States,Age,Ages 35-44,2006,0.0029996275137963704,0.8211266899034342
00,United States,Age,Ages 45-54,2006,0.003495796531524112,0.7888903877192572
00,United States,Age,Ages 55-64,2006,0.0034240390741963897,0.8481019502564132
00,United States,Education,Less than High School,2006,0.0036202130182541627,0.7890126889250498
00,United States,Education,High School Graduate,2006,0.002844636274482812,0.7922420391422803
00,United States,Education,Some College,2006,0.0029808946246006308,0.7726732134022921
00,United States,Education,College Graduate,2006,0.002881920516088248,0.8472478938232194
00,United States,Veteran Status,Veterans,2006,0.003544287744370111,0.6812851769549516
00,United States,Veteran Status,Non-Veterans,2006,0.002932577542643912,0.8206679830061082
00,United States,Total,Total,2007,0.002999092343620493,0.8016345090847441
00,United States,Sex,Men,2007,0.00402704904360828,0.7532363175611054
00,United States,Sex,Women,2007,0.0020707059556450084,0.8866408970144108
00,United States,Race,White,2007,0.003129678213123739,0.8027995091758685
00,United States,Race,Black,2007,0.0021971123710080643,0.7554897659203769
00,United States,Race,Latino,2007,0.003978944977412259,0.7752102565038498
00,United States,Race,Asian,2007,0.0032050555208080873,0.8702738423435603
00,United States,Nativity,Native-Born,2007,0.0026892424409992953,0.7989384309180789
00,United States,Nativity,Immigrant,2007,0.004632766548744409,0.8098860699551853
00,United States,Age,Ages 20-34,2007,0.002395592420224226,0.7682040357818176
00,United States,Age,Ages 35-44,2007,0.0033300094628714747,0.7858822103528614
00,United States,Age,Ages 45-54,2007,0.003453812817080756,0.7987137999254678
00,United States,Age,Ages 55-64,2007,0.0031000977500695304,0.8751661112657525
00,United States,Education,Less than High School,2007,0.004190884934866704,0.7582368043102736
00,United States,Education,High School Graduate,2007,0.0029736210052565934,0.7584518823965289
00,United States,Education,Some College,2007,0.002496251282576262,0.8082313467253164
00,United States,Education,College Graduate,2007,0.002916899162790896,0.8524195071917229
00,United States,Veteran Status,Veterans,2007,0.0035120027631599994,0.764779056698973
00,United States,Veteran Status,Non-Veterans,2007,0.002958031486312546,0.8051375103478545
00,United States,Total,Total,2008,0.0031848449030152984,0.8073594980733392
00,United States,Sex,Men,2008,0.004181570207100222,0.7547407043777303
00,United States,Sex,Women,2008,0.002279031231683865,0.895098641622936
00,United States,Race,White,2008,0.003318777039788134,0.8045505442730873
00,United States,Race,Black,2008,0.0021875137643216406,0.7844152548473814
00,United States,Race,Latino,2008,0.0046277846955502045,0.7728468137607579
00,United States,Race,Asian,2008,0.0034651071500345874,0.894885909765703
00,United States,Nativity,Native-Born,2008,0.0027992856847094258,0.808370986228813
00,United States,Nativity,Immigrant,2008,0.005213087375810873,0.8045022904353445
00,United States,Age,Ages 20-34,2008,0.002634953642238393,0.759581529858512
00,United States,Age,Ages 35-44,2008,0.003390267832045787,0.7801184186216193
00,United States,Age,Ages 45-54,2008,0.0034566843030330954,0.8363967985604274
00,United States,Age,Ages 55-64,2008,0.003576623090303462,0.8663626180048991
00,United States,Education,Less than High School,2008,0.004554008251516943,0.6775734466109954
00,United States,Education,High School Graduate,2008,0.0033509695322207845,0.8142481512033714
00,United States,Education,Some College,2008,0.002676579776830193,0.8396048342971492
00,United States,Education,College Graduate,2008,0.002919826648836163,0.8451326117922109
00,United States,Veteran Status,Veterans,2008,0.0035337536048043873,0.8120305917133888
00,United States,Veteran Status,Non-Veterans,2008,0.00315769369675817,0.8069527156624764
00,United States,Total,Total,2009,0.003358031318343449,0.7384224087943979
00,United States,Sex,Men,2009,0.0043344379495537,0.6766282395043469
00,United States,Sex,Women,2009,0.002469506293781927,0.8371205775144109
00,United States,Race,White,2009,0.003476582927106321,0.7390574068477682
00,United States,Race,Black,2009,0.002653590215563239,0.6731052407325896
00,United States,Race,Latino,2009,0.004525223419133935,0.6635645779958865
00,United States,Race,Asian,2009,0.0031709852200088188,0.8789400561324702
00,United States,Nativity,Native-Born,2009,0.00302235986013083,0.7545696976368911
00,United States,Nativity,Immigrant,2009,0.00513960133124814,0.6880253916304929
00,United States,Age,Ages 20-34,2009,0.002436173667606115,0.6954773290875452
00,United States,Age,Ages 35-44,2009,0.00396233683035724,0.6696351100782802
00,United States,Age,Ages 45-54,2009,0.0036081237703025583,0.7378559428392623
00,United States,Age,Ages 55-64,2009,0.003963272212726438,0.8660219837540648
00,United States,Education,Less than High School,2009,0.004641090033224311,0.6578562934403506
00,United States,Education,High School Graduate,2009,0.003596076084503188,0.7088157762457244
00,United States,Education,Some College,2009,0.0027159012839680103,0.724816936569019
00,United States,Education,College Graduate,2009,0.0031361183827083587,0.8041474079949071
00,United States,Veteran Status,Veterans,2009,0.003001898907209374,0.7633515262291414
00,United States,Veteran Status,Non-Veterans,2009,0.003384537186402146,0.7367767711710898
00,United States,Total,Total,2010,0.003362002370045141,0.7415488707862968
00,United States,Sex,Men,2010,0.004385690150298385,0.6809251886555747
00,United States,Sex,Women,2010,0.0024278080018894374,0.8414880189501351
00,United States,Race,White,2010,0.003504912122570229,0.7326070225014589
00,United States,Race,Black,2010,0.0023593213188372745,0.7398346379320204
00,United States,Race,Latino,2010,0.005313154589546904,0.6691353704839809
00,United States,Race,Asian,2010,0.0036977813789301904,0.8758483903913789
00,United States,Nativity,Native-Born,2010,0.0028258708535929536,0.7458845918558804
00,United States,Nativity,Immigrant,2010,0.006154036036532231,0.7311806813696485
00,United States,Age,Ages 20-34,2010,0.002550569756411663,0.698150656001625
00,United States,Age,Ages 35-44,2010,0.003988053614904759,0.7406413383261524
00,United States,Age,Ages 45-54,2010,0.003526561811641497,0.7162036687867377
00,United States,Age,Ages 55-64,2010,0.003872515014267174,0.8197987949022689
00,United States,Education,Less than High School,2010,0.005766749275511848,0.6867574647149559
00,United States,Education,High School Graduate,2010,0.0031512797328050973,0.7100968157703564
00,United States,Education,Some College,2010,0.0029822160113053505,0.7424408785477216
00,United States,Education,College Graduate,2010,0.003042457136934197,0.7943626203331282
00,United States,Veteran Status,Veterans,2010,0.0027101154562357882,0.7044937402346929
00,United States,Veteran Status,Non-Veterans,2010,0.003408372450247588,0.7436446941555598
00,United States,Total,Total,2011,0.0031989634504369226,0.7410291523214485
00,United States,Sex,Men,2011,0.0041612864896953495,0.6777205656735498
00,United States,Sex,Women,2011,0.002315107421528185,0.8455444188741349
00,United States,Race,White,2011,0.003330882376375219,0.7448140194318902
00,United States,Race,Black,2011,0.0023291753352083686,0.6425914265531901
00,United States,Race,Latino,2011,0.00508316285356758,0.7066164865700426
00,United States,Race,Asian,2011,0.0033278156074093334,0.8338868206337711
00,United States,Nativity,Native-Born,2011,0.0027492470570326883,0.747903737145636
00,United States,Nativity,Immigrant,2011,0.005524663499641443,0.7233374592628741
00,United States,Age,Ages 20-34,2011,0.002734169430872489,0.7128607920425689
00,United States,Age,Ages 35-44,2011,0.0032756976841618757,0.7345081609801141
00,United States,Age,Ages 45-54,2011,0.0037390905257743616,0.7519879427430004
00,United States,Age,Ages 55-64,2011,0.003276545557367775,0.7730759246541562
00,United States,Education,Less than High School,2011,0.005353692662629669,0.6802846469291759
00,United States,Education,High School Graduate,2011,0.003200958300696006,0.731756100699491
00,United States,Education,Some College,2011,0.0026091798233665764,0.7393304292317046
00,United States,Education,College Graduate,2011,0.0029109373686549466,0.7794628300509066
00,United States,Veteran Status,Veterans,2011,0.002982986658469215,0.683613053925573
00,United States,Veteran Status,Non-Veterans,2011,0.0032139295476162205,0.7447219040569523
00,United States,Total,Total,2012,0.0030106798264488152,0.78387205965957
00,United States,Sex,Men,2012,0.003792724873156381,0.7322424234074133
00,United States,Sex,Women,2012,0.002299332937382387,0.8613357551278581
00,United States,Race,White,2012,0.0031338003974533016,0.7844370784286466
00,United States,Race,Black,2012,0.0020788172180799766,0.7085410789643941
00,United States,Race,Latino,2012,0.0039196767283447,0.750700240004507
00,United States,Race,Asian,2012,0.0031352590451074296,0.8986884143507673
00,United States,Nativity,Native-Born,2012,0.0026300149641228,0.7844884555907135
00,United States,Nativity,Immigrant,2012,0.004924067860327494,0.7822172264940619
00,United States,Age,Ages 20-34,2012,0.002295868499104832,0.7838033834189598
00,United States,Age,Ages 35-44,2012,0.0034052644095703445,0.7686538468180544
00,United States,Age,Ages 45-54,2012,0.0033731027217700645,0.752593080832017
00,United States,Age,Ages 55-64,2012,0.003374837109813539,0.8348379090682077
00,United States,Education,Less than High School,2012,0.004827631430269644,0.7317684093038271
00,United States,Education,High School Graduate,2012,0.0031883254686130907,0.7760636834187236
00,United States,Education,Some College,2012,0.0024754495478849447,0.7742982710694364
00,United States,Education,College Graduate,2012,0.002679913108785774,0.819050472543941
00,United States,Veteran Status,Veterans,2012,0.002819901013956081,0.6739423730444756
00,United States,Veteran Status,Non-Veterans,2012,0.003023040605390908,0.7905159211744482
00,United States,Total,Total,2013,0.002767421841296667,0.7820190425021044
00,United States,Sex,Men,2013,0.003411720360733771,0.7610786327379033
00,United States,Sex,Women,2013,0.0021812224919172942,0.8118190816404307
00,United States,Race,White,2013,0.00288575955314175,0.7771649374302528
00,United States,Race,Black,2013,0.0019056678441149142,0.7966284554963601
00,United States,Race,Latino,2013,0.003653190419915142,0.7373658219793389
00,United States,Race,Asian,2013,0.002850980279332941,0.8493328827836479
00,United States,Nativity,Native-Born,2013,0.0024619250413168703,0.7875795918959144
00,United States,Nativity,Immigrant,2013,0.004292076093974883,0.7661009941442702
00,United States,Age,Ages 20-34,2013,0.001824836303490844,0.7354675723200701
00,United States,Age,Ages 35-44,2013,0.0031165074837871975,0.7884724855864853
00,United States,Age,Ages 45-54,2013,0.003587394645754911,0.7921783012516983
00,United States,Age,Ages 55-64,2013,0.0030503454057725196,0.8074708039729066
00,United States,Education,Less than High School,2013,0.004497213686571142,0.6871575922017296
00,United States,Education,High School Graduate,2013,0.0026269174729875652,0.7904056114465089
00,United States,Education,Some College,2013,0.0023129634457519405,0.7946065888429468
00,United States,Education,College Graduate,2013,0.0026543703446039913,0.8107768779585811
00,United States,Veteran Status,Veterans,2013,0.002304652705818266,0.7366974694855922
00,United States,Veteran Status,Non-Veterans,2013,0.0027957631109965216,0.784307089871469
00,United States,Total,Total,2014,0.0030896071276569144,0.7956691900758223
00,United States,Sex,Men,2014,0.004090885556412771,0.7632151191893216
00,United States,Sex,Women,2014,0.002175852095756787,0.8513533999253078
00,United States,Race,White,2014,0.0032221326195689113,0.7959063198474805
00,United States,Race,Black,2014,0.0022105477824206706,0.7156263687131106
00,United States,Race,Latino,2014,0.00442567779282572,0.7570446853504325
00,United States,Race,Asian,2014,0.0033903458216377057,0.8762992942420803
00,United States,Nativity,Native-Born,2014,0.0026544609122250845,0.7907699176439739
00,United States,Nativity,Immigrant,2014,0.00524038241314217,0.8079352412022213
00,United States,Age,Ages 20-34,2014,0.0022085115678974207,0.7629008337810314
00,United States,Age,Ages 35-44,2014,0.003342698832928082,0.8241111325584132
00,United States,Age,Ages 45-54,2014,0.0036196575048618373,0.783964885768112
00,United States,Age,Ages 55-64,2014,0.0036973905361267125,0.8138929865994645
00,United States,Education,Less than High School,2014,0.00474858390327799,0.7881683756639837
00,United States,Education,High School Graduate,2014,0.003247870137576533,0.7689866289570505
00,United States,Education,Some College,2014,0.002346044457000303,0.7476689181854272
00,United States,Education,College Graduate,2014,0.0029395228743341454,0.8365109743130865
00,United States,Veteran Status,Veterans,2014,0.003114742292793705,0.6904968917364451
00,United States,Veteran Status,Non-Veterans,2014,0.003088140086120937,0.8018605657848127
00,United States,Total,Total,2015,0.0033375131837792976,0.840129036239543
00,United States,Sex,Men,2015,0.004159422551970069,0.8170962121275389
00,United States,Sex,Women,2015,0.0025879675700767484,0.873888500023104
00,United States,Race,White,2015,0.0035105828991348078,0.8473167559397858
00,United States,Race,Black,2015,0.002299714297363427,0.7911007764825975
00,United States,Race,Latino,2015,0.004630524012347632,0.8089258025060561
00,United States,Race,Asian,2015,0.002914409089148037,0.860356235493534
00,United States,Nativity,Native-Born,2015,0.0029233366994364253,0.8489346762796218
00,United States,Nativity,Immigrant,2015,0.005330512816323562,0.8168913675025201
00,United States,Age,Ages 20-34,2015,0.002406699308243705,0.807849998923315
00,United States,Age,Ages 35-44,2015,0.004046896403902761,0.8317434190160984
00,United States,Age,Ages 45-54,2015,0.0037461298179841777,0.8300115562883734
00,United States,Age,Ages 55-64,2015,0.003707928051000679,0.8925890329413065
00,United States,Education,Less than High School,2015,0.004689289085121647,0.7757991505311705
00,United States,Education,High School Graduate,2015,0.0033076384044101004,0.829536393276735
00,United States,Education,Some College,2015,0.003078656085611324,0.8176279891052928
00,United States,Education,College Graduate,2015,0.0031598327333513246,0.8795722945035194
00,United States,Veteran Status,Veterans,2015,0.002606443430503234,0.8445985863861264
00,United States,Veteran Status,Non-Veterans,2015,0.0033779154133849153,0.8399384419590047
00,United States,Total,Total,2016,0.0030687263584448557,0.8625333015948765
00,United States,Sex,Men,2016,0.003891327936313867,0.842170427574094
00,United States,Sex,Women,2016,0.002317800672933789,0.8937414672935251
00,United States,Race,White,2016,0.003162983775307311,0.8650658319530714
00,United States,Race,Black,2016,0.0021950789900454454,0.7825758654069216
00,United States,Race,Latino,2016,0.004621596381608652,0.8519756202090484
00,United States,Race,Asian,2016,0.0033734400968065824,0.8992543300090045
00,United States,Nativity,Native-Born,2016,0.0026231436421587954,0.8554976186447587
00,United States,Nativity,Immigrant,2016,0.005165714608664442,0.879347090284418
00,United States,Age,Ages 20-34,2016,0.0021633178831589332,0.8289104216506886
00,United States,Age,Ages 35-44,2016,0.0035076010403464627,0.8552402458480497
00,United States,Age,Ages 45-54,2016,0.0036134863523425396,0.8831298561918836
00,United States,Age,Ages 55-64,2016,0.003518526229196383,0.8804710321812006
00,United States,Education,Less than High School,2016,0.0053174546051452595,0.855550239602419
